Date/Time,RANGE," ""ROW""","""LOCATION""","""TRIAL""","""PLOT""","""TRT1""","""TRT2""","""TRT3""",Weight,Moisture,Test Weight,Quick Note,Harvest Sequence
6/12/2024 14:58,9,9,HUT.O,GO,109,NA,NA,NA,5.652,11,74.7,,84
6/12/2024 14:59,10,9,HUT.O,GO,209,NA,NA,NA,5.877,10.8,71.9,,85
6/12/2024 15:00,11,9,HUT.O,GO,309,NA,NA,NA,5.515,10.9,70.9,,86
6/12/2024 15:00,12,9,HUT.O,NxF,109,NA,NA,NA,3.909,10.8,72.4,,87
6/12/2024 15:01,13,9,HUT.O,NxF,209,NA,NA,NA,3.571,11,72.6,,88
6/12/2024 15:02,14,9,HUT.O,NxF,309,NA,NA,NA,3.531,11,74.7,,89
6/12/2024 15:07,9,10,HUT.O,GO,110,NA,NA,NA,4.843,10.8,71.8,,95
6/12/2024 15:06,10,10,HUT.O,GO,210,NA,NA,NA,5.107,11,73.1,,94
6/12/2024 15:06,11,10,HUT.O,GO,310,NA,NA,NA,6.661,11,76.3,,93
6/12/2024 15:05,12,10,HUT.O,NxF,110,NA,NA,NA,4.639,10.9,75.5,,92
6/12/2024 15:04,13,10,HUT.O,NxF,210,NA,NA,NA,4.286,10.9,74.9,,91
6/12/2024 15:03,14,10,HUT.O,NxF,310,NA,NA,NA,2.808,11.6,67.2,,90
6/12/2024 15:14,9,11,HUT.O,GO,111,NA,NA,NA,5.668,10.7,73,,104
6/12/2024 15:15,10,11,HUT.O,GO,211,NA,NA,NA,5.056,10.8,71.8,,105
6/12/2024 15:16,11,11,HUT.O,GO,311,NA,NA,NA,0.03,0.63,1.19,,106
6/12/2024 15:16,12,11,HUT.O,NxF,111,NA,NA,NA,4.222,10.7,72.3,,107
6/12/2024 15:17,13,11,HUT.O,NxF,211,NA,NA,NA,3.234,11.5,69.9,,108
6/12/2024 15:18,14,11,HUT.O,NxF,311,NA,NA,NA,2.781,15.3,65,,109
6/12/2024 15:22,9,12,HUT.O,GO,112,NA,NA,NA,5.176,11.2,74.3,,115
6/12/2024 15:22,10,12,HUT.O,GO,212,NA,NA,NA,5.987,11.4,73,,114
6/12/2024 15:21,11,12,HUT.O,GO,312,NA,NA,NA,0.036,0.63,1.17,,113
6/12/2024 15:21,12,12,HUT.O,NxF,112,NA,NA,NA,4.858,10.8,74.7,,112
6/12/2024 15:20,13,12,HUT.O,NxF,212,NA,NA,NA,3.988,11,74.4,,111
6/12/2024 15:19,14,12,HUT.O,NxF,312,NA,NA,NA,3.459,11.1,74.8,,110
6/12/2024 15:31,9,13,HUT.O,GO,113,NA,NA,NA,5.77,11.4,78.7,,124
6/12/2024 15:31,10,13,HUT.O,GO,213,NA,NA,NA,0.015,0.62,0.63,,125
6/12/2024 15:32,11,13,HUT.O,GO,313,NA,NA,NA,5.865,10.7,72.1,,126
6/12/2024 15:33,12,13,HUT.O,NxF,113,NA,NA,NA,4.169,10.9,72.1,,127
6/12/2024 15:33,13,13,HUT.O,NxF,213,NA,NA,NA,3.832,11,75.6,,128
6/12/2024 15:34,14,13,HUT.O,NxF,313,NA,NA,NA,3.594,10.9,76.8,,129
6/12/2024 15:42,9,14,HUT.O,GO,114,NA,NA,NA,5.068,10.7,71.7,,135
6/12/2024 15:41,10,14,HUT.O,GO,214,NA,NA,NA,6.042,10.7,71.5,,134
6/12/2024 15:41,11,14,HUT.O,GO,314,NA,NA,NA,5.689,10.9,75.5,,133
6/12/2024 15:40,12,14,HUT.O,NxF,114,NA,NA,NA,4.214,10.8,75.5,,132
6/12/2024 15:39,13,14,HUT.O,NxF,214,NA,NA,NA,3.587,10.8,72.6,,131
6/12/2024 15:38,14,14,HUT.O,NxF,314,NA,NA,NA,2.96,11.5,71.5,,130
6/12/2024 15:54,9,15,HUT.O,GO,115,NA,NA,NA,4.999,10.5,70.8,,144
6/12/2024 15:55,10,15,HUT.O,GO,215,NA,NA,NA,4.669,10.9,76.4,,145
6/12/2024 15:56,11,15,HUT.O,GO,315,NA,NA,NA,5.125,10.7,75.7,,146
6/12/2024 15:56,12,15,HUT.O,NxF,115,NA,NA,NA,4.088,10.8,71.2,,147
6/12/2024 15:57,13,15,HUT.O,NxF,215,NA,NA,NA,4.422,10.6,75.8,,148
6/12/2024 15:58,14,15,HUT.O,NxF,315,NA,NA,NA,3.35,10.7,75.8,"Mixed with 215
",149
6/12/2024 16:05,9,16,HUT.O,GO,116,NA,NA,NA,6.101,10.9,76,,155
6/12/2024 16:04,10,16,HUT.O,GO,216,NA,NA,NA,5.411,10.7,72.3,,154
6/12/2024 16:03,11,16,HUT.O,GO,316,NA,NA,NA,5.506,10.5,71.6,,153
6/12/2024 16:02,12,16,HUT.O,NxF,116,NA,NA,NA,4.995,10.6,76.1,,152
6/12/2024 16:01,13,16,HUT.O,NxF,216,NA,NA,NA,3.954,10.6,72,,151
6/12/2024 16:01,14,16,HUT.O,NxF,316,NA,NA,NA,2.77,10.5,70.8,,150
6/12/2024 16:12,9,17,HUT.O,GO,117,NA,NA,NA,0.012,0.66,0.16,,164
6/12/2024 16:13,10,17,HUT.O,GO,217,NA,NA,NA,5.785,11.2,77.3,,165
6/12/2024 16:13,11,17,HUT.O,GO,317,NA,NA,NA,5.748,10.9,75.8,,166
6/12/2024 16:14,12,17,HUT.O,NxF,117,NA,NA,NA,4.052,10.9,74.1,,167
6/12/2024 16:15,13,17,HUT.O,NxF,217,NA,NA,NA,4.691,10.5,75.1,,168
6/12/2024 16:16,14,17,HUT.O,NxF,317,NA,NA,NA,4.05,10.7,75.6,,169
6/12/2024 16:20,9,18,HUT.O,GO,118,NA,NA,NA,0.024,0.66,0.84,,175
6/12/2024 16:20,10,18,HUT.O,GO,218,NA,NA,NA,0.012,0.71,0.72,,174
6/12/2024 16:20,11,18,HUT.O,GO,318,NA,NA,NA,0.022,0.69,0.7,,173
6/12/2024 16:19,12,18,HUT.O,NxF,118,NA,NA,NA,5.028,10.6,75.9,,172
6/12/2024 16:19,13,18,HUT.O,NxF,218,NA,NA,NA,3.701,10.5,71.5,,171
6/12/2024 16:18,14,18,HUT.O,NxF,318,NA,NA,NA,3.401,11,72,,170
6/12/2024 16:28,9,19,HUT.O,GO,119,NA,NA,NA,0.014,0.66,0.24,,184
6/12/2024 16:29,10,19,HUT.O,GO,219,NA,NA,NA,5.582,10.6,75.3,,185
6/12/2024 16:30,11,19,HUT.O,GO,319,NA,NA,NA,5.555,10.3,70,,186
6/12/2024 16:30,12,19,HUT.O,NxF,119,NA,NA,NA,4.116,10.6,72.9,,187
6/12/2024 16:31,13,19,HUT.O,NxF,219,NA,NA,NA,3.557,10.8,71.4,,188
6/12/2024 16:32,14,19,HUT.O,NxF,319,NA,NA,NA,3.142,10.4,70.6,,189
6/12/2024 16:37,9,20,HUT.O,GO,120,NA,NA,NA,0.018,0.65,0.76,,195
6/12/2024 16:36,10,20,HUT.O,GO,220,NA,NA,NA,0.024,0.66,0.8,,194
6/12/2024 16:36,11,20,HUT.O,GO,320,NA,NA,NA,5.936,10.3,72.8,,193
6/12/2024 16:35,12,20,HUT.O,NxF,120,NA,NA,NA,4.896,10.5,75.6,,192
6/12/2024 16:34,13,20,HUT.O,NxF,220,NA,NA,NA,4.587,10.7,75.1,,191
6/12/2024 16:34,14,20,HUT.O,NxF,320,NA,NA,NA,4.147,11.4,73.1,,190
6/12/2024 16:45,9,21,HUT.O,GO,121,NA,NA,NA,0.014,0.66,0.58,,204
6/12/2024 16:45,10,21,HUT.O,GO,221,NA,NA,NA,5.023,10.6,72.2,,205
6/12/2024 16:46,11,21,HUT.O,GO,321,NA,NA,NA,5.658,10.8,73.2,,206
6/12/2024 16:47,12,21,HUT.O,IND,201,NA,NA,NA,4.249,10.1,72.5,,207
6/12/2024 16:48,13,21,HUT.O,IND,202,NA,NA,NA,4.376,10.2,71,,208
6/12/2024 16:49,14,21,HUT.O,IND,203,NA,NA,NA,4.36,10.2,71.7,,209
6/12/2024 16:53,9,22,HUT.O,GO,122,NA,NA,NA,0.02,0.72,0.65,,215
6/12/2024 16:52,10,22,HUT.O,GO,222,NA,NA,NA,5.948,10.9,78.7,,214
6/12/2024 16:52,11,22,HUT.O,GO,322,NA,NA,NA,0.03,0.66,1.21,,213
6/12/2024 16:51,12,22,HUT.O,IND,101,NA,NA,NA,4.735,10.2,71.4,,212
6/12/2024 16:50,13,22,HUT.O,IND,102,NA,NA,NA,4.623,10.2,71.8,,211
6/12/2024 16:50,14,22,HUT.O,IND,103,NA,NA,NA,4.334,10.2,71.9,,210
6/12/2024 17:06,9,23,HUT.O,TBD,TBD,NA,NA,NA,0.017,0.75,0.71,,228
6/12/2024 17:06,10,23,HUT.O,TBD,TBD,NA,NA,NA,0.02,0.77,0.72,,229
6/12/2024 17:07,11,23,HUT.O,TBD,TBD,NA,NA,NA,0.146,0.84,9.31,,230
6/12/2024 17:08,12,23,HUT.O,IND,301,NA,NA,NA,4.96,10.2,73.2,,231
6/12/2024 17:09,13,23,HUT.O,IND,302,NA,NA,NA,4.643,10.2,71.6,,232
6/12/2024 17:10,14,23,HUT.O,IND,303,NA,NA,NA,4.832,10.1,71.9,,233
6/12/2024 17:15,9,24,HUT.O,TBD,TBD,NA,NA,NA,0.259,3.25,17.6,,239
6/12/2024 17:15,10,24,HUT.O,TBD,TBD,NA,NA,NA,0.024,0.65,0.97,,238
6/12/2024 17:14,11,24,HUT.O,TBD,TBD,NA,NA,NA,0.014,0.66,0.46,,237
6/12/2024 17:13,12,24,HUT.O,IND,401,NA,NA,NA,4.97,10.1,71.1,,236
6/12/2024 17:12,13,24,HUT.O,IND,402,NA,NA,NA,4.228,10.1,70.5,,235
6/12/2024 17:11,14,24,HUT.O,IND,403,NA,NA,NA,4.731,10.1,71.3,,234
6/12/2024 17:30,9,25,HUT.O,K.ST2,101,NA,NA,NA,3.56,10.7,73.1,,256
6/12/2024 17:31,10,25,HUT.O,K.ST2,108,NA,NA,NA,4.444,10.1,70.8,,257
6/12/2024 17:31,11,25,HUT.O,K.ST2,201,NA,NA,NA,5.48,10,70.6,,258
6/12/2024 17:32,12,25,HUT.O,K.ST2,208,NA,NA,NA,4.972,10.1,71.3,,259
6/12/2024 17:33,13,25,HUT.O,K.ST2,301,NA,NA,NA,4.689,10.1,70.9,,260
6/12/2024 17:34,14,25,HUT.O,K.ST2,308,NA,NA,NA,4.273,10.2,71.2,,261
6/12/2024 17:39,9,26,HUT.O,K.ST2,102,NA,NA,NA,4.03,10.1,71.9,,267
6/12/2024 17:38,10,26,HUT.O,K.ST2,109,NA,NA,NA,4.948,9.98,70.2,,266
6/12/2024 17:37,11,26,HUT.O,K.ST2,202,NA,NA,NA,5.645,9.96,69.8,,265
6/12/2024 17:36,12,26,HUT.O,K.ST2,209,NA,NA,NA,5.231,10,70.6,,264
6/12/2024 17:36,13,26,HUT.O,K.ST2,302,NA,NA,NA,5.197,9.99,70.2,,263
6/12/2024 17:35,14,26,HUT.O,K.ST2,309,NA,NA,NA,4.86,10.1,70,,262
6/12/2024 17:53,9,27,HUT.O,K.ST2,103,NA,NA,NA,3.607,10.1,71.7,,284
6/12/2024 17:53,10,27,HUT.O,K.ST2,110,NA,NA,NA,5.007,10,71,,285
6/12/2024 17:54,11,27,HUT.O,K.ST2,203,NA,NA,NA,5.184,10.1,71.3,,286
6/12/2024 17:55,12,27,HUT.O,K.ST2,210,NA,NA,NA,4.883,10.1,71.6,,287
6/12/2024 17:56,13,27,HUT.O,K.ST2,303,NA,NA,NA,4.646,10.1,71.5,,288
6/12/2024 17:56,14,27,HUT.O,K.ST2,310,NA,NA,NA,4.906,10.1,71.8,,289
6/12/2024 18:01,9,28,HUT.O,K.ST2,104,NA,NA,NA,3.908,10.1,72.2,,295
6/12/2024 18:00,10,28,HUT.O,K.ST2,111,NA,NA,NA,5.096,10.1,71.2,,294
6/12/2024 18:00,11,28,HUT.O,K.ST2,204,NA,NA,NA,5.204,10,71.1,,293
6/12/2024 17:59,12,28,HUT.O,K.ST2,211,NA,NA,NA,5.155,10,71.1,,292
6/12/2024 17:58,13,28,HUT.O,K.ST2,304,NA,NA,NA,5.007,10,70.8,,291
6/12/2024 17:57,14,28,HUT.O,K.ST2,311,NA,NA,NA,4.405,10.2,71.4,,290
6/12/2024 18:15,9,29,HUT.O,K.ST2,105,NA,NA,NA,3.857,10.2,72.6,,312
6/12/2024 18:16,10,29,HUT.O,K.ST2,112,NA,NA,NA,4.403,10.1,72.2,,313
6/12/2024 18:17,11,29,HUT.O,K.ST2,205,NA,NA,NA,4.528,10.2,72.4,,314
6/12/2024 18:17,12,29,HUT.O,K.ST2,212,NA,NA,NA,4.964,10,71.5,,315
6/12/2024 18:18,13,29,HUT.O,K.ST2,305,NA,NA,NA,4.643,10.1,72.1,,316
6/12/2024 18:19,14,29,HUT.O,K.ST2,312,NA,NA,NA,4.429,10.1,71,,317
6/12/2024 18:24,9,30,HUT.O,K.ST2,106,NA,NA,NA,3.974,10,71.9,,323
6/12/2024 18:23,10,30,HUT.O,K.ST2,113,NA,NA,NA,4.327,10,72.1,,322
6/12/2024 18:22,11,30,HUT.O,K.ST2,206,NA,NA,NA,4.597,10.1,72.1,,321
6/12/2024 18:21,12,30,HUT.O,K.ST2,213,NA,NA,NA,4.788,10.1,71.8,,320
6/12/2024 18:21,13,30,HUT.O,K.ST2,306,NA,NA,NA,4.75,10.2,71.7,,319
6/12/2024 18:20,14,30,HUT.O,K.ST2,313,NA,NA,NA,4.019,10.1,71,,318
6/12/2024 18:34,9,31,HUT.O,K.ST2,107,NA,NA,NA,3.642,10.1,72.2,,340
6/12/2024 18:35,10,31,HUT.O,K.ST2,114,NA,NA,NA,4.325,10,72.5,,341
6/12/2024 18:36,11,31,HUT.O,K.ST2,207,NA,NA,NA,4.217,10,72.3,,342
6/12/2024 18:37,12,31,HUT.O,K.ST2,214,NA,NA,NA,4.537,10.1,71.5,,343
6/12/2024 18:37,13,31,HUT.O,K.ST2,307,NA,NA,NA,4.275,10,71.7,,344
6/12/2024 18:38,14,31,HUT.O,K.ST2,314,NA,NA,NA,4.018,9.99,71.3,,345
